ORDEM PRODUCAO;PV;CODIGO PRODUTO;DESCRIÇÃO COMPONENTE;PRODUTO PAI CONCATENADO;STATUS PCP;QTD EM ESTOQUE;OBSERVAÇÃO ESTOQUE;SOLICITAÇÃO DE COMPRA;COMPRADO;VALOR UNITARIO COMPRA;TIPO PAGAMENTO/FATURADO;FORNECEDOR SELECIONADO;PEDIDO COMPRA (PROTHEUS);IPI COMPRA;DATA EMISSÃO PC;DATA PREVISÃO PGTO
01867701003;006299;204370500;"TUBO ACO CARB PRETO 2"" - NBR 5580                 ";;FALTA;1,7;;;;;FALTA;SANTA RITA INDUSTRIA E COMERCIO DE FERRAGENS LTDA;000000;;;
01867701003;006299;201355800;"CURVA RL 90º Ø2"" C/COSTURA SCH 40                 ";;FALTA;1;;;;;FALTA;SCAPSUL;000000;;;
01867701003;006299;204401500;FLANGE ESC DE104 X DI60                           ;;FALTA;2;;;;;FALTA;SANTA RITA INDUSTRIA E COMERCIO DE FERRAGENS LTDA;000000;;;
01867701003;006299;204401600;FLANGE ESC DE160 X DI60                           ;;FALTA;1;;;;;FALTA;SANTA RITA INDUSTRIA E COMERCIO DE FERRAGENS LTDA;000000;;;
01869601002;006320;103064400;CH NV 3C TQ VT 500L PLT 1250MM;;SEPARADO;1;;;;1200;SEPARADO;WP MONTAGENS;014168;0;;
01869601002;006320;1518512;ELEMENTO FILTRO;;RETIRADO;1;;;;220,17;RETIRADO;VARELLA VEICULOS PESADOS LTDA;000000;;;
01869601002;006320;204000300;TQ VT 250L POLT 3/8;;SEPARADO;1;;;;1369,82;SEPARADO;ACCURATE MACHINE USINAGEM DE PRECISAO LTDA ME;014152;0;;
01869601002;006320;204582700;ELETROBOMBA ENG CLIMAX H34;;SEPARADO;1;;;;5750,0001;SEPARADO;BOMBAS CLIMAX IND COM LTDA;014154;0;;
01869601002;006320;30289;COPO P/FILTRO R9030MB/R12030;;RETIRADO;1;;;;74,95;RETIRADO;MACIEL IND E COMERCIO DE PECAS PARA AUTOS LTDA;000000;;;
01869601002;006320;34952;CABECOTE FILTRO RACOR;;RETIRADO;1;;;;243,87;RETIRADO;MACIEL IND E COMERCIO DE PECAS PARA AUTOS LTDA;000000;;;
01869601002;006320;60901003116;SILENCIOSO 29DBA - PK 1104;;SEPARADO;1;;;;875,32;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;014163;0,065;;
01869601002;006320;60901004116;FLANGE ESC DE120 X DI77;;SEPARADO;2;;;;49;SEPARADO;AÇO FORT;014169;0,0325;;
01869601002;006320;60901004201;JUNTA ESC DE120 X DI77;;SEPARADO;2;;;;33,27;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;014163;0,052;;
01869601003;006320;101014300;RL NV AGUA 12/24VCC AN5 COEL;;SEPARADO;1;;;;316,65;SEPARADO;COELMATIC LTDA;000000;;;
01869601003;006320;101018900;MOD EXP IGS-PTM 8-36VCC;;SEPARADO;1;;;;3691,44;SEPARADO;#N/D;014164;0;;
01869601003;006320;101095400;MOD EXPANSAO EM-BIO8-EFCP;;SEPARADO;1;;;;887,11;SEPARADO;#N/D;014164;0;;
01869601003;006320;101095500;MOD COMUNICACAO CM3-ETHERNET;;SEPARADO;1;;;;1192,26;SEPARADO;#N/D;014164;0;;
01869601003;006320;103004000;CH FIM CURSO 1NA 1NF TS23611Z;;SEPARADO;1;;;;101,63;SEPARADO;MX MATERIAIS ELETRICOS LTDA;014158;0;;
01869601003;006320;103004300;CH REV 2 POLOS 10 WS2 10E Z11;;SEPARADO;2;;;;470;SEPARADO;MX MATERIAIS ELETRICOS LTDA;014158;0;;
01869601003;006320;103015200;CH IGNICAO UNIVERSAL 314008M91;;SEPARADO;2;;;;154,9;SEPARADO;MX MATERIAIS ELETRICOS LTDA;000000;;;
01869601003;006320;104010000;GRAMPO BAR 10X3MM 0.50-4.00MM;;SEPARADO;20;;;;11,4;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01869601003;006320;104011700;POSTE PF E/UK;;SEPARADO;13;;;;4,24;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;014159;0,0975;;
01869601003;006320;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;SEPARADO;47;;;;9,23;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;014159;0,0975;;
01869601003;006320;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;SEPARADO;7;;;;4,54;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01869601003;006320;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;11;;;;37,09;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01869601003;006320;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;188;;;;62,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01869601003;006320;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;11;;;;52,1838;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01869601003;006320;105042300;CONT AUX DCM XT1...XT6 1Q+1SY;;SEPARADO;2;;;;1120,68;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01869601003;006320;106001400;DJ 2P 10A CURVA C 10KA S202;;SEPARADO;3;;;;86,35;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;106001500;DJ 1P 10A CURVA C 10KA S201;;SEPARADO;4;;;;31,06;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;106002900;DJ 1P 2A CURVA C 10KA S201;;SEPARADO;2;;;;59,96;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;106019600;CHASSIS P BLOQ. MIR-HR XT1_XT4;;SEPARADO;1;;;;609,18;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601003;006320;106335100;CONT AUX DM HK1-11;;SEPARADO;1;;;;42,18;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;107184900;BARRA TERRA COMANDO 10X3MM;;SEPARADO;0,2;;;;205;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01869601003;006320;109000800;ISOLADOR CIL 16X25MM M6;;SEPARADO;6;;;;7,39;SEPARADO;MAGDA MARGARETH MENARDI;000000;;;
01869601003;006320;112019700;BASE P/ RL ARTECHE JN DE IP10;;SEPARADO;1;;;;498,9;SEPARADO;ARTECHE EDC EQUIPAMENTOS E SISTEMAS S/A;014153;0,0975;;
01869601003;006320;112019800;TRAVA E45 P/ RELE  61652000801;;SEPARADO;1;;;;34,92;SEPARADO;ARTECHE EDC EQUIPAMENTOS E SISTEMAS S/A;014153;0,0975;;
01869601003;006320;114070900;TOMADA ELE P/ TRILHO 250V/10A;;SEPARADO;3;;;;92,72;SEPARADO;MX MATERIAIS ELETRICOS LTDA;014158;0;;
01869601003;006320;61655002801;CONV TEN DC-DC 125/12VCC 5A;;SEPARADO;1;;;;581,41;SEPARADO;PROAUTO;014160;0,05;;
01869601003;006320;118005900;CONV TEN SC-125-12-5;;RETIRADO;1;;;;581,41;RETIRADO;PROAUTO;014160;0,05;;
01869601003;006320;118018300;CARREG BAT 12VCC-15A CHFB MCE;;SEPARADO;1;;;;0;SEPARADO;0;000000;;;
01869601003;006320;204567300;SPT FIM CURSO TS23611Z PERG;;SEPARADO;1;;;;16;SEPARADO;AÇO FORT;014169;0,0325;;
01869601003;006320;61641000349;SPT USCA IL4 AMF25;;SEPARADO;1;;;;37;SEPARADO;AÇO FORT;014169;0,0325;;
01869601003;006320;61641006001;QUADRO 2000X600X600 PERG;;SEPARADO;1;;;;3109,93;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006101;TAMPA LAT PERG A2000 P600;;SEPARADO;2;;;;200,82;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641007501;TRAVESSA LAT PERG P600 ECO;;SEPARADO;10;;;;32;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006301;PLC MONT PARCIAL 1200X600 PERG;;SEPARADO;1;;;;455,87;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006401;PLC MONT PARCIAL 300X600 PERG;;SEPARADO;1;;;;126,34;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006501;KIT MONT SEGREG 2B PERG;;SEPARADO;1;;;;503,78;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006601;ISOLADOR WOHNER PENTE PERG;;SEPARADO;2;;;;286,9;SEPARADO;PERG INDUSTRIAL LTDA;014211;0,0975;;
01869601003;006320;61641006701;PLACA MONT LAT 900X300MM PNL CTF;;SEPARADO;2;;;;;SEPARADO;PERG INDUSTRIAL LTDA;000000;;;
01869601003;006320;61641006801;PROT GALV ABB XT2 PNL CTF;;SEPARADO;1;;;;0;SEPARADO;GW METAL INDUSTRIA E COMERCIO LTDA;000000;0;;
01869601003;006320;61641006901;SPT TRANSFORMADOR  PNL CTF;;SEPARADO;1;;;;112;SEPARADO;AÇO FORT;014169;0,0325;;
01869601003;006320;61646008501;DJ MOTOR 3P 1.6-2.5A MS132-2.5;;SEPARADO;1;;;;277,55;SEPARADO;APS COMPONENTES ELETRICOS S/A;014249;0,065;;
01869601003;006320;61647039801;DCM 3P FX 125A XT2N EKIP LS/I;;SEPARADO;2;;;;2706,66;SEPARADO;APS COMPONENTES ELETRICOS S/A;014249;0,065;;
01869601003;006320;61648012501;KEY LOCK RONIS MOL-S XT2-XT4;;FALTA;2;;;;355,47;FALTA;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61648013401;MOT 125VCC DCM FX XT2/XT4 MOE;;SEPARADO;2;;;;2678,18;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61648042401;PLACA INT. XT2 MIR-P X XT2 F;;SEPARADO;2;;;;231,01;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61648042801;DJ 3P 10A SJ203 T-C10;;SEPARADO;3;;;;27,95;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;61648042901;DJ 2P 10A SJ202 T-C10;;SEPARADO;6;;;;34,38;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;61648043501;DJ 3P 16A SJ203 T-C16;;SEPARADO;1;;;;48,61;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601003;006320;61650002501;CONT AUX CTTR 4NA MARN440AT;;SEPARADO;1;;;;67,57;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601003;006320;61650002901;CTTR AUX 2NA 2NF MCRC 12VCC;;SEPARADO;1;;;;200,81;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601003;006320;61651006801;CONT AUX CTT AF CA4-40E;;SEPARADO;1;;;;60,38;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601003;006320;61651007101;CTTR 3P 25A AF09-30-10-13;;SEPARADO;1;;;;103,68;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601003;006320;61652002801;RL ARTECHE 8NAF 125VCC OP00001;;SEPARADO;1;;;;774,28;SEPARADO;ARTECHE EDC EQUIPAMENTOS E SISTEMAS S/A;014153;0,0325;;
01869601003;006320;61653003301;TC 150/5A ST-30 SASSI;;SEPARADO;3;;;;90;SEPARADO;#N/D;014162;0,065;;
01869601003;006320;61653005101;TP-3F-2000VA 440/220;;SEPARADO;1;;;;1250;SEPARADO;TRANSFORMADORES IDEAL ;014166;0;;
01869601003;006320;61654000901;MOD USCAMAQ 25C IL4-AMF25;;SEPARADO;2;;;;2765,59;SEPARADO;#N/D;014164;0;;
01869601003;006320;61656003801;SUPORTE MODULAR BOTAO ABB;;SEPARADO;5;;;;5,55;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656003901;CONT NA BOTAO ABB LINHA MCB;;SEPARADO;5;;;;9,33;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656004001;CONT NF BOTAO ABB LINHA MCB;;SEPARADO;9;;;;9,33;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656004401;BLOCO LED BRANCO 12VCC ABB;;SEPARADO;3;;;;37,14;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656004501;CABECOTE CH SEL 2P FX ABB;;SEPARADO;2;;;;41,9;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656004701;CABECOTE BOTAO EMERGENCIA ABB;;SEPARADO;2;;;;40,97;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61656004801;ADESIVO PARADA DE EMERGENCIA;;SEPARADO;1;;;;25,7;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01869601003;006320;61656005001;CABECOTE CH SELET 2P CHAVE ABB;;SEPARADO;2;;;;108,79;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601003;006320;61656005401;CABECOTE BOTAO DUPLO LED ABB;;SEPARADO;6;;;;55,5;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601003;006320;61657001501;LUMINARIA LED 8W 12/24VCC 4000;;SEPARADO;1;;;;98;SEPARADO;MX MATERIAIS ELETRICOS LTDA;014158;0;;
01869601003;006320;61660005601;BLOCO DE DISTRIBUICAO PTFIX CZ;;SEPARADO;2;;;;31,62;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;014159;0,0975;;
01869601003;006320;61660005701;BLOCO DE DISTRIBUICAO PTFIX AZ;;SEPARADO;1;;;;31,62;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;014159;0,0975;;
01869601003;006320;61660005801;BLOCO DE AFERICAO 3TC/3TP+N;;SEPARADO;1;;;;214,29;SEPARADO;ML;000000;0,0325;;
01869601004;006320;107043700;BARRA COBRE 3/4 X 3/16;;SEPARADO;5,5;;;;106,3;SEPARADO;ANGLO INDUSTRIA E COMERCIO DE METAIS LTDA;000000;;;
01869601004;006320;61634000501;BARRA COBRE 40X10 MM;;RETIRADO;3;;;;332,85867;RETIRADO;ANGLO INDUSTRIA E COMERCIO DE METAIS LTDA;014170;0,0325;;
01869601005;006320;61652005101;BASE RELE CR-S 1C/O 12...24 ABB;;SEPARADO;14;;;;23,58;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601005;006320;61652005801;RL 1C/O 6A CR-S012VDC1R 12VCC;;SEPARADO;14;;;;19,26;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601006;006320;61652005301;BASE RELE CR-P 2C/O ABB;;SEPARADO;7;;;;20,01;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601006;006320;61652005601;GRAMPO RELE CR-PH;;SEPARADO;7;;;;1,62;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601006;006320;61652006201;RL 2C/O 8A CR-P012DC2 12VCC;;SEPARADO;7;;;;21,73;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601006;006320;61652007701;SUPRESSOR DE SURTO CR-P/M62C;;SEPARADO;7;;;;43,17;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601007;006320;61652005301;BASE RELE CR-P 2C/O ABB;;SEPARADO;1;;;;20,01;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601007;006320;61652005601;GRAMPO RELE CR-PH;;SEPARADO;1;;;;1,62;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601007;006320;61652006301;RL 2C/O 8A CR-P024DC2 24VCC;;SEPARADO;1;;;;14,91;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601007;006320;61652007701;SUPRESSOR DE SURTO CR-P/M62C;;SEPARADO;1;;;;43,17;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601008;006320;61652005501;BASE RELE CR-M 2 OU 4C/O ABB;;SEPARADO;3;;;;18,78;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601008;006320;61652005701;GRAMPO RELE CR-MH;;FALTA;3;;;;2,19;FALTA;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601008;006320;61652006501;RL 2C/O 12A CR-M125DC2 125VCC;;SEPARADO;3;;;;39,21;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601008;006320;61652007901;SUPRESSOR DE SURTO CR-P/M92C;;SEPARADO;3;;;;43,17;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601009;006320;61652005301;BASE RELE CR-P 2C/O ABB;;SEPARADO;1;;;;20,01;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601009;006320;61652005601;GRAMPO RELE CR-PH;;SEPARADO;1;;;;1,62;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601009;006320;61652006601;RL 2C/O 8A CR-P230AC2 230VAC;;SEPARADO;1;;;;39,74;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601009;006320;61652007901;SUPRESSOR DE SURTO CR-P/M92C;;SEPARADO;1;;;;45,98;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601010;006320;61652005401;BASE RELE CR-M 3C/O ABB;;SEPARADO;2;;;;17,41;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601010;006320;61652005701;GRAMPO RELE CR-MH;;SEPARADO;2;;;;2,4;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01869601010;006320;61652006701;"RL 3C/O 10A CR-M012DC3 12VCC		";;SEPARADO;2;;;;35,41;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601010;006320;61652007701;SUPRESSOR DE SURTO CR-P/M62C;;SEPARADO;2;;;;43,17;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869601011;006320;61652005501;BASE RELE CR-M 2 OU 4C/O ABB;;SEPARADO;3;;;;18,78;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601011;006320;61652005701;GRAMPO RELE CR-MH;;FALTA;3;;;;2,19;FALTA;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601011;006320;61652007201;RL 4C/O 6A CR-M012DC4 12VCC;;SEPARADO;3;;;;36,57;SEPARADO;APS COMPONENTES ELETRICOS S/A;014249;0,0325;;
01869601011;006320;61652007701;SUPRESSOR DE SURTO CR-P/M62C;;SEPARADO;3;;;;44,25;SEPARADO;APS COMPONENTES ELETRICOS S/A;014249;0,065;;
01869601012;006320;61652005501;BASE RELE CR-M 2 OU 4C/O ABB;;SEPARADO;4;;;;18,78;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601012;006320;61652005701;GRAMPO RELE CR-MH;;FALTA;4;;;;2,19;FALTA;ABB ELETRIFICACAO LTDA;014151;0,0975;;
01869601012;006320;61652007501;RL 4C/O 6A CR-M125DC4 125VCC;;SEPARADO;4;;;;41,41;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,0325;;
01869601012;006320;61652007901;SUPRESSOR DE SURTO CR-P/M92C;;SEPARADO;4;;;;43,17;SEPARADO;ABB ELETRIFICACAO LTDA;014151;0,065;;
01869701001;006320;101004800;SENSOR TEMP 12VCC;;SEPARADO;1;;;;210,79;SEPARADO;POLIPECAS COMERCIAL E IMPORTADORA LTDA;000000;;;
01869701001;006320;110102800;MOTOR PK 1104A44TG1-14P F3;;SEPARADO;1;;;;27600;SEPARADO;SOMOV S.A;014165;0;;
01869701001;006320;113000200;RESIS INT AQ 1000W 230V 1.1/4;;SEPARADO;1;;;;176,28;SEPARADO;ELTRA AQUECIMENTO ELETRICO LTDA;000000;;;
01869701001;006320;118020100;ATUADOR HT-103-12 12VCC;;SEPARADO;1;;;;1808,39;SEPARADO;SERVINTEL INTERNACIONAL LTDA;014164;0,0975;;
01869701001;006320;118023300;REG VEL GAC 12-24VCC EEG6500;;SEPARADO;1;;;;0;SEPARADO;0;000000;;;
01869701001;006320;204576400;ADP M/F M10X1,5 X M10X1,0;;SEPARADO;1;;;;14;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01869701001;006320;210012800;ARR M10 DIN 125 BIC;;SEPARADO;20;;;;0;SEPARADO;ESTOQUE;ESTOQUE;0;;
01869701001;006320;210044000;TERMINACAO RETA PG48;;SEPARADO;2;;;;15,69;SEPARADO;PROAUTO ELECTRIC LTDA;000000;;;
01869701001;006320;210047000;CONTRA PORCA P TERMINACAO PG48;;SEPARADO;2;;;;6,76;SEPARADO;PROAUTO ELECTRIC LTDA;000000;;;
01869701001;006320;214007500;TUBO CORRUGADO PG48;;SEPARADO;1;;;;54,0716;SEPARADO;PROAUTO ELECTRIC LTDA;000000;;;
01869701001;006320;302000700;PRE AQ KIT USQ D3;;SEPARADO;1;;;;0;SEPARADO;0;000000;;;
01869701001;006320;30702002801;BARRA ROSCADA 6MM;;SEPARADO;2;;;;107,65;SEPARADO;ACO FORT FERRO LTDA;000000;;;
01869701001;006320;31805000303;ABRACADEIRA CRON D17-27 AC;;SEPARADO;6;;;;4,15;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;014161;0;;
01869701001;006320;31807001215;JUNTA DE VEDACAO D14XD18X1,5 AL;;SEPARADO;1;;;;;SEPARADO;ESTOQUE;ESTOQUE;0;;
01869701001;006320;61101000201;SENSOR NV AGUA 12/24VCC COEL;;SEPARADO;1;;;;52;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01869701001;006320;61802003311;"ADP M/F 1/2""NPT X M12X1.0 BIC";;SEPARADO;1;;;;52;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01869701001;006320;31810004106;MANGUEIRA FLEXIVEL 16X23;;SEPARADO;0,6;;;;52;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01869701001;006320;31810006103;MANGUEIRA FLEXIVEL 16X26;;SEPARADO;0,8;;;;80;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01869701001;006320;60201001601;GS WG GTA 201AI25 F3;;SEPARADO;1;;;;12461,64;SEPARADO;WEG EQUIPAMENTOS ELETRICOS S/A;000000;;;
01869701001;006320;60201002108NE;CONJ CAIXA ALTERNADOR WEG G200;;SEPARADO;1;;;;335;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01869701001;006320;602182000;CJT PLQT INOX PV044712;;SEPARADO;1;;;;900;SEPARADO;PRECISAO A LASER;014248;0;;
01869701001;006320;602182100;CJT PLQT ACRILICO PV044712;;FÁBRICA;1;;;;900;FÁBRICA;PRECISAO A LASER;000000;0;;
01869701001;006320;60305001408;SPT REG VEL EEG6500 PK/FPT;;SEPARADO;1;;;;143,1;SEPARADO;AÇO FORT;014169;0,0325;;
01869701001;006320;60501002108;SPT PRE FILTRO PERKINS;;SEPARADO;1;;;;19,09;SEPARADO;AÇO FORT;014169;0,0325;;
01869701001;006320;60604000401;PICK-UP 3.5V ROSC M16X1.5 HT;;SEPARADO;1;;;;739,88;SEPARADO;SERVINTEL INTERNACIONAL LTDA;000000;;;
01869701001;006320;60702000408;SUPORTE RELE AUX ZM401;;SEPARADO;1;;;;27,72;SEPARADO;ACO FORT FERRO LTDA;000000;;;
01869701001;006320;60702000501;RELE AUX 80A 12VCC ZM401;;RETIRADO;1;;;;213,75;RETIRADO;MX MATERIAIS ELETRICOS LTDA;000000;;;
01869701001;006320;60702001608;SPT FIX BATERIA 100AH;;SEPARADO;1;;;;44,78;SEPARADO;ACO FORT FERRO LTDA;000000;;;
01869701001;006320;60702002808;CX PROTECAO BATERIA 70AH;;SEPARADO;1;;;;450;SEPARADO;AÇO FORT;014169;0,0325;;
01869701001;006320;60702003501;BATERIA 12V 70AH 510CCA KONDOR;;SEPARADO;1;;;;530;SEPARADO;JMS;014157;0;;
01869701001;006320;60901004116;FLANGE ESC DE120 X DI77;;SEPARADO;1;;;;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA;000000;;;
01869701001;006320;60901004201;JUNTA ESC DE120 X DI77;;SEPARADO;1;;;;33,27;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;014163;0,052;;
01869701001;006320;60901004901;"FLEXIVEL PK 1104A 3""X216 ABR";;SEPARADO;1;;;;423,7;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;014163;0,065;;
01869701001;006320;61101000501;SENSOR PR OLEO 3RHO 7704;;SEPARADO;1;;;;209,6;SEPARADO;MX MATERIAIS ELETRICOS LTDA;014158;0;;
01869701001;006320;61602010208;TAMPA FRONT CX ALT WG G200;;SEPARADO;1;;;;19,48;SEPARADO;METALPRESS METAL LTDA;000000;;;
01869701001;006320;61635015808;TAMPA PG48 QD MCP250;;SEPARADO;1;;;;25;SEPARADO;AÇO FORT;014169;0,0325;;
01869701001;006320;61801002001;PF DIN912 M10X40 12.9 PT;;SEPARADO;12;;;;5,58;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01869701001;006320;61801002101;"PF DIN912 3/8""UNFX1"" 12.9 PT";;SEPARADO;8;;;;5,11;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01869701001;006320;61801002201;ARR M10 DIN 127 BIC;;SEPARADO;20;;;;0,85;SEPARADO;CENTRAL DOS PARAFUSOS DE ITUMBIARA LTDA;000000;;;
01869701001;006320;61802000422;COTOVELO MF 90 1 2NPT GALV;;SEPARADO;1;;;;8,34;SEPARADO;CENTRAL DOS PARAFUSOS DE ITUMBIARA LTDA;014156;0;;
01869701001;006320;61802001711;BICO RM 1/2NPT MANG 5/8 BIC;;SEPARADO;1;;;;28,5;SEPARADO;BULKS INDUSTRIA E COMERCIO LTDA;014155;0;;
01869701001;006320;61802001711;BICO RM 1/2NPT MANG 5/8 BIC;;SEPARADO;2;;;;28,5;SEPARADO;BULKS INDUSTRIA E COMERCIO LTDA;014155;0;;
01869701001;006320;61802002711;ADP M/M 1/2”NPT X 3/4UNF BIC;;SEPARADO;1;;;;28,5;SEPARADO;BULKS INDUSTRIA E COMERCIO LTDA;014155;0;;
01869701001;006320;61802002811;"BICO RM 1/4""NPT MANG 5/8"" BIC";;SEPARADO;1;;;;18,23;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01869701001;006320;61802004022;ADP M/F 1/2NPT X M14X1.5 BIC;;SEPARADO;1;;;;28,5;SEPARADO;BULKS INDUSTRIA E COMERCIO LTDA;000000;;;
01869701001;006320;61807000301;ARR VED 10X16X1.5 AL;;SEPARADO;2;;;;0;SEPARADO;0;000000;;;
01869701001;006320;61807000601;JUNTA DE VEDACAO D20XD26X1,5 AL;;SEPARADO;1;;;;0;SEPARADO;0;000000;;;
01869701001;006320;61809000301;"VALV ESF BORBOLETA F/F 1/2""NPT";;SEPARADO;1;;;;46,92;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
