ORDEM PRODUCAO;PV;CODIGO PRODUTO;DESCRIÇÃO COMPONENTE;PRODUTO PAI CONCATENADO;STATUS PCP;QTD EM ESTOQUE;OBSERVAÇÃO ESTOQUE;SOLICITAÇÃO DE COMPRA;COMPRADO;VALOR UNITARIO COMPRA;TIPO PAGAMENTO/FATURADO;FORNECEDOR SELECIONADO;PEDIDO COMPRA (PROTHEUS);IPI COMPRA;DATA EMISSÃO PC;DATA PREVISÃO PGTO
01861401002;005860;103064400;CH NV 3C TQ VT 500L PLT 1250MM;;SEPARADO;2;;;2;1200;SEPARADO;WP MONTAGENS ELETROM LTDA;013393;;;
01861401002;005860;1518512;ELEMENTO FILTRO;;SEPARADO;2;;;2;220,97;SEPARADO;VARELLA VEICULOS PESADOS LTDA;013418;;;
01861401002;005860;204517800;FLANGE 4'';;SEPARADO;4;;;4;115,77;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;000000;;;
01861401002;005860;204580000;TQ VT 500L POLT;;SEPARADO;2;;;1;1585,4;SEPARADO;ACCURATE MACHINE USINAGEM DE PRECISAO LTDA ME                                   ;013392;;;
01861401002;005860;30289;COPO P/FILTRO R9030MB/R12030;;SEPARADO;2;;;2;64;SEPARADO;MACIEL IND E COMERCIO DE PECAS PARA AUTOS LTDA;013165;;;
01861401002;005860;34952;,;;SEPARADO;2;;;2;233;SEPARADO;MACIEL IND E COMERCIO DE PECAS PARA AUTOS LTDA;013165;;;
01861401002;005860;61103000322;PRT AC 1200X2100 STC40;;SEPARADO;1;;;1;2867,43;SEPARADO;ONDAS ACUSTICA REVESTIMENTO ACUSTICO LTDA;000000;;;
01861401002;005860;801001300;ATND L1050XH1200XP900MM;;SEPARADO;2;;;2;2268;SEPARADO;ONDAS ACUSTICA REVESTIMENTO ACUSTICO LTDA;013401;;;
01861401002;005860;801005300;SILENCIOSO HOSP 4;;SEPARADO;2;;;2;1452,15;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861401002;005860;801019700;ATND L1050XH1200XP600MM;;SEPARADO;2;;;2;1512;SEPARADO;ONDAS ACUSTICA REVESTIMENTO ACUSTICO LTDA;013401;;;
01861401002;005860;801060900;"CATALISADOR UMICORE 8,85X4,0""";;SEPARADO;2;;;2;5163,79;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861401002;005860;801215700;VENZ GALV L1050XH1200MM;;SEPARADO;4;;;4;693;SEPARADO;ONDAS ACUSTICA REVESTIMENTO ACUSTICO LTDA;013401;;;
01861401003;005860;204582700;ELETROBOMBA ENG CLIMAX H34    ;;SEPARADO;2;;;2;5750;SEPARADO;BOMBAS CLIMAX;013407;;;
01861401004;005860;101095500;MOD COMUNICACAO CM3-ETHERNET;;SEPARADO;3;;;3;1166,18;SEPARADO;SERVINTEL INTERNACIONAL LTDA;013425;;;
01861401004;005860;103000500;CH COMUT 3P 400A OT400E03CP;;SEPARADO;2;;;2;2530,91;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;103004000;CH FIM CURSO 1NA 1NF TS23611Z;;SEPARADO;2;;;2;97,3;SEPARADO;ACE SCHMERSAL ELET INDUST LT;013192;;;
01861401004;005860;103004300;CH REV 2 POLOS 10 WS2 10E Z11;;SEPARADO;1;;;1;183,69;SEPARADO;EFE- SEMITRANS;000000;;;
01861401004;005860;103004600;CH REV 3 POLOS 16A WS3/10E Z11;;SEPARADO;1;;;1;161,69;SEPARADO;EFE- SEMITRANS;000000;;;
01861401004;005860;103015200;CH IGNICAO UNIVERSAL 314008M91;;SEPARADO;2;;;2;91,28;SEPARADO;RDR AUTO PECAS LTDA;000000;;;
01861401004;005860;104010000;GRAMPO BAR 10X3MM 0.50-4.00MM;;SEPARADO;11;;;11;1,94;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104011700;POSTE PF E/UK;;SEPARADO;15;;;15;3,31;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104192100;BORNE DUPLO PUSH IN 4MM PTTB4;;RETIRADO;34;;;34;8,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104192200;TAMPA P/ BORNE DUP 4MM D-STTB4;;RETIRADO;8;;;8;2,9;RETIRADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;15;;;15;3,45;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104193700;ETIQUETA P/ BORNE UCT-TMF6;;SEPARADO;144;;;144;10,63;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;104193800;ETIQUETA DE ENCAIXE ESL44X7;;SEPARADO;15;;;15;0,4538;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;106001500;DJ 1P 10A CURVA C 10KA S201;;SEPARADO;6;;;6;24,67;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861401004;005860;106002400;DJ 1P 6A CURVA C 10KA S201;;SEPARADO;2;;;2;66,47;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;106002600;DJ 3P 6A CURVA C 10KA S203;;SEPARADO;4;;;4;274,05;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;106002900;DJ 1P 2A CURVA C 10KA S201;;SEPARADO;3;;;3;57,46;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;106003400;DJ 2P 4A CURVA C 10KA S202;;SEPARADO;1;;;1;192,31;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;106003000;DJ 2P 2A CURVA C 10KA S202;;SEPARADO;4;;;4;;SEPARADO;;000000;;;
01861401004;005860;106334800;DJ 2P 4A SH202 T-C4;;SEPARADO;4;;;4;;SEPARADO;;000000;;;
01861401004;005860;61648016301;BA YO-C XT5-XT6 F/P 12 VCC;;SEPARADO;4;;;4;;SEPARADO;;000000;;;
01861401004;005860;115006900;TCMDO MONO 440-220V 500VA;;SEPARADO;4;;;4;656,5;SEPARADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI                                        ;013204;;;
01861401004;005860;106003700;DJ 2P 6A CURVA C 10KA S202;;RETIRADO;1;;;1;151,58;RETIRADO;ABB ELETRIFICACAO LTDA;000000;;;
01861401004;005860;106019500;CONT. AUX. OF/SD/SDE  XT1_XT3;;SEPARADO;4;;;4;135,6;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;107184900;BARRA TERRA COMANDO 10X3MM;;SEPARADO;0,2;;;0,2;205;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01861401004;005860;109001000;ISOLADOR CIL 30X40MM M6;;SEPARADO;35;;;35;0;SEPARADO;;000000;;;
01861401004;005860;109002100;ISOLADOR CIL 30X30MM M6;;SEPARADO;9;;;9;6,5;SEPARADO;POTENCIAL ELETRICA E HIDRAULICA LTDA;000000;;;
01861401004;005860;115006400;TCMDO MONO 440-220V 1.5KVA;;SEPARADO;1;;;1;1260;SEPARADO;WALTRANS COM MAT ELET LTDA;013204;;;
01861401004;005860;115071300;TC 400/5A ST-30 SASSI;;SEPARADO;3;;;3;80,5;SEPARADO;SASSI MEDIDORES E TRANSFORMADORES EIRELI                                        ;013225;;;
01861401004;005860;204013200;"DIST F M8 1""X60 BIC";;FABRICAR INTERNO;2;;;2;33;FABRICAR INTERNO;EVOLUCAO METALURGICA LTDA;000000;;;
01861401004;005860;105005700S;CTTR AUX 24V CAD32BD;;SEPARADO;2;;;2;33;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861401004;005860;105005800;CONT AUX CTTR 2NA+2NF LADN22;;SEPARADO;2;;;2;33;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01861401004;005860;204367000;PROT PLC 2 CH OT400 ABB;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861401004;005860;204367100;PROT PLC 4 DJ XT5 MOT ABB;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861401004;005860;204367200;PROT PLC LISO PNL PERG;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861401004;005860;61613000801;CONECTOR P/ COMPONENTE;;SEPARADO;2;;;2;13,29;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;61647038401;DCM 3P FX 400A XT5N LS/I;;SEPARADO;4;;;4;2009,9;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648000801;KEY LOCK RONIS MOL-S XT5-XT6;;RETIRADO;4;;;4;251,8;RETIRADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648010601;KEY LOCK RONIS MOL-D XT5-XT6;;SEPARADO;4;;;4;#N/D;SEPARADO;ABB ELETRIFICACAO LTDA;#N/D;;;
01861401004;005860;61648011701;MOT 220VCA DCM FX XT5 MOE;;SEPARADO;4;;;4;3026,85;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648011901;BASE PARA INTTRV MEC XT5;;SEPARADO;2;;;2;195,63;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648012001;PLACA PARA INTTRV MEC XT5;;SEPARADO;4;;;2;46,98;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648012601;CONT AUX S51 DCM FX XT2-XT6;;SEPARADO;4;;;4;245,55;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61648043101;"DJ 1P 10A SJ201 T-C10		";;SEPARADO;4;;;4;0;SEPARADO;;000000;;;
01861401004;005860;6,1649E+11;CONT AUX 1NA OT160~3200 OA1G10;;SEPARADO;2;;;2;69,52;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61650002801;CONT AUX CTTR 1NA 3NF MARN413A;;RETIRADO;2;;;2;114,45;RETIRADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61654000901;MOD USCAMAQ 25C IL4-AMF25;;SEPARADO;2;;;1;2692,17;SEPARADO;SERVINTEL INTERNACIONAL LTDA;013425;;;
01861401004;005860;61654002101;MOD IATS2-70 8-36VCC;;SEPARADO;1;;;1;2413,1;SEPARADO;SERVINTEL INTERNACIONAL LTDA;013425;;;
01861401004;005860;61652005101;BASE RELE CR-S 1C/O 12...24 ABB;;SEPARADO;2;;;2;33,33;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652005901;RL 1C/O 6A CR-S024VDC1R 24VCC;;SEPARADO;2;;;2;16,45;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652005301;BASE RELE CR-P 2C/O ABB;;SEPARADO;5;;;5;29,76;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652005601;GRAMPO RELE CR-PH;;SEPARADO;5;;;5;11,37;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652006301;RL 2C/O 8A CR-P024DC2 24VCC;;SEPARADO;5;;;5;18,15;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652007701;SUPRESSOR DE SURTO CR-P/M62C;;SEPARADO;6;;;6;49,67;SEPARADO;ABB ELETRIFICACAO LTDA;013697;;;
01861401004;005860;61652005401;BASE RELE CR-M 3C/O ABB;;SEPARADO;4;;;4;27,16;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652005701;GRAMPO RELE CR-MH;;SEPARADO;4;;;4;11,78;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652006801;RL 3C/O 10A CR-M024DC3 24VCC;;SEPARADO;4;;;4;27,53;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61652007901;SUPRESSOR DE SURTO CR-P/M92C                      ;;SEPARADO;8;;;7;49,67;SEPARADO;ABB ELETRIFICACAO LTDA;013697;;;
01861401004;005860;61648011801;BA 24VCC DCM FX XT5;;SEPARADO;4;;;3;352,08;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401004;005860;61655001701;CARREG BAT 24VCC-5A DSEBC2405;;SEPARADO;2;;;2;0;SEPARADO;FABEL;DIVIDA;;;
01861401004;005860;61650003201;CTTR AUX 2NA 2NF MCRC 24VCC;;RETIRADO;2;;;2;156,26;RETIRADO;ABB ELETRIFICACAO LTDA;013416;;;
01861501001;005860;60702001908;SPT FIX BATERIA 2X100AH;;SEPARADO;2;;;1;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60702001908;SPT FIX BATERIA 2X100AH;;SEPARADO;2;;;2;41;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;60101002701;MOTOR FPT N67 TE8W F3;;RETIRADO;1;;;1;62851,78;RETIRADO;FPT INDUSTRIAL BRASIL LTDA.;012913;;;
01861601001;005860;60101002701;MOTOR FPT N67 TE8W F3;;RETIRADO;1;;;1;62851,78;RETIRADO;FPT INDUSTRIAL BRASIL LTDA.;012913;;;
01861501001;005860;60702003308;SPT BATERIAS 2X 100AH KSE220;;SEPARADO;1;;;1;365;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861601001;005860;60702003308;SPT BATERIAS 2X 100AH KSE220;;SEPARADO;1;;;1;365;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401004;005860;61656003801;SUPORTE MODULAR BOTAO ABB;;SEPARADO;9;;;9;9,42;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861401004;005860;61656004101;CABECOTE BOTAO DUPLO LED ABB;;SEPARADO;4;;;4;85,96;SEPARADO;ABB ELETRIFICACAO LTDA;013220;;;
01861401004;005860;61656004201;BLOCO LED BRANCO 230VCA ABB;;SEPARADO;4;;;4;63;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861401004;005860;61656004501;CABECOTE CH SEL 2P FX ABB;;SEPARADO;2;;;2;59,13;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861401004;005860;61656004701;CABECOTE BOTAO EMERGENCIA ABB;;SEPARADO;3;;;3;41,64;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861401004;005860;61656004801;ADESIVO PARADA DE EMERGENCIA;;SEPARADO;3;;;3;25,7;SEPARADO;APS COMPONENTES ELETRICOS S/A;000000;;;
01861401004;005860;61657001401;LUMINARIA LED 9W 12/48VCC;;SEPARADO;2;;;2;263,81;SEPARADO;FINDER COMPONENTES LTDA;013184;;;
01861401004;005860;61660000001;BORNE SECCIONADOR P/COMPONENTE;;SEPARADO;2;;;2;8,6343;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;61660005601;BLOCO DE DISTRIBUICAO PTFIX CZ;;SEPARADO;2;;;2;56,46;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401004;005860;61660005701;BLOCO DE DISTRIBUICAO PTFIX AZ;;SEPARADO;2;;;2;25,42;SEPARADO;PHOENIX CONTACT IND E COMERCIO LTDA;000000;;;
01861401005;005860;107045500;"BARRA COBRE 1"" X 5/16""";;SEPARADO;23,2;;;23,2;169,2875;SEPARADO;ANGLO INDUSTRIA E COMERCIO DE METAIS LTDA;013400;;;
01861401006;005860;204566900;SUPORTE PLC MAIOR QD AUT;;REAPROVEITAMENTO;4;;;4;94,5;REAPROVEITAMENTO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861401006;005860;204567000;SUPORTE PLC MENOR QD AUT;;REAPROVEITAMENTO;2;;;2;0;REAPROVEITAMENTO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861401006;005860;61635040351;TRAVESSA LAT VT DIR QD AUT;;SEPARADO;2;;;2;66;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635040451;TRAVESSA LAT VT ESQ QD AUT;;SEPARADO;2;;;2;66;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635040551;PLACA FIX DJ XT5 MOT QD AUT;;SEPARADO;2;;;2;294;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635040651;PLACA SEP COMAND/FORCA QD AUT;;REAPROVEITAMENTO;1;;;1;128;REAPROVEITAMENTO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861401006;005860;61635040751;PLACA DE MONTAGEM 540X750MM;;REAPROVEITAMENTO;1;;;1;228;REAPROVEITAMENTO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861401006;005860;61635040851;PLACA FIX CH COMUT OT400 QD AUT;;SEPARADO;2;;;2;196;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635040951;PLACA LAT QD AUT;;SEPARADO;2;;;2;128;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635041051;SPT ISOLADOR C115 QD AUT;;SEPARADO;2;;;2;35;SEPARADO;ST INDUSTRIA ;013206;;;
01861401006;005860;61635041151;SPT ISOLADOR C140 QD AUT;;SEPARADO;1;;;1;35;SEPARADO;ST INDUSTRIA ;013206;;;
01861401006;005860;61635041251;SPT ISOLADOR MENOR QD AUT;;SEPARADO;1;;;1;35;SEPARADO;ST INDUSTRIA ;013206;;;
01861401006;005860;61635041351;TRAVESSA P/ SPT DE ISO QD AUT;;SEPARADO;1;;;1;56;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861401006;005860;61635041451;PLACA DE MONTAGEM 340X750MM;;REAPROVEITAMENTO;1;;;1;0;REAPROVEITAMENTO;CMG SOLUCOES E SERVICOS LTDA                                                    ;000000;;;
01861401007;005860;61641004601;QUADRO 2000X800X800 PERG;;SEPARADO;2;;;2;3667,44;SEPARADO;PERG INDUSTRIAL  LTDA;013239;;;
01861401007;005860;6,1641E+13;RECORTE PORTA 1 QD PERG;;SEPARADO;1;;;1;0;SEPARADO;PERG INDUSTRIAL  LTDA;013239;;;
01861401007;005860;6,1641E+13;RECORTE PORTA 2 QD PERG;;SEPARADO;1;;;1;0;SEPARADO;PERG INDUSTRIAL  LTDA;013239;;;
01861401007;005860;61641004701;TRAVESSA LAT PERG P800;;SEPARADO;13;;;13;63,09;SEPARADO;PERG INDUSTRIAL  LTDA;013239;;;
01861401007;005860;61641004801;TAMPA LAT PERG A2000 P800;;SEPARADO;2;;;2;253,9;SEPARADO;PERG INDUSTRIAL  LTDA;013239;;;
01861401008;005860;61652005101;BASE RELE CR-S 1C/O 12...24 ABB;;SEPARADO;2;;;2;0;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01861401008;005860;61652005801;"RL 1C/O 6A CR-S012VDC1R 12VCC		";;SEPARADO;2;;;2;22,83;SEPARADO;ABB ELETRIFICACAO LTDA;013220;;;
01861401009;005860;61652005601;"GRAMPO RELE CR-PH		";;SEPARADO;5;;;5;6,5;SEPARADO;ABB ELETRIFICACAO LTDA;013220;;;
01861401011;005860;61652005701;"GRAMPO RELE CR-MH		";;SEPARADO;8;;;8;11,78;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401011;005860;61652007601;"RL 4C/O 6A CR-M230AC4 230VAC		";;SEPARADO;8;;;8;46,05;SEPARADO;ABB ELETRIFICACAO LTDA;013416;;;
01861401012;005860;102040800;TERMINAL COMPRESSAO M08 70MM;;SEPARADO;36;;;36;8,1;SEPARADO;POTENCIAL ELETRICA E HIDRAULICA LTDA;000000;;;
01861401012;005860;102125700;LONA ENCERADO 8 VERDE;;SEPARADO;4;;;4;495;SEPARADO;BORRACHAS CAMBUCI LTDA;013406;;;
01861401012;005860;107009900;CABO BLINDADO AFT 2X18AWG;;SEPARADO;18;;;18;11;SEPARADO;POTENCIAL ELETRICA E HIDRAULICA LTDA;000000;;;
01861401012;005860;107092600;CB CONTROLE PP 0,6/1KV10X2,5MM;;SEPARADO;54;;;54;42,883;SEPARADO;CONDUSCAMP ;013200;;;
01861401012;005860;107097500;CB COBRE 70MM2 0,6/1KV 90ºC PT;;SEPARADO;108;;;84;68,44;SEPARADO;SANTIL COMERCIO DE MAT ;013202;;;
01861401012;005860;107097600;CB COBRE 70MM2 0,6/1KV90°C AZ;;SEPARADO;36;;;12;68,44;SEPARADO;SANTIL COMERCIO DE MAT ;013202;;;
01861401012;005860;107098300;CB COBRE 70MM2 0,6/1KV90°C VD;;SEPARADO;18;;;18;42,37;SEPARADO;INDUSCABOS CONDUTORES ELETRICOS LTDA.;000000;;;
01861401012;005860;204202500;UNIAO FERRO PRETO 3/4;;SEPARADO;4;;;4;0;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013196;;;
01861401012;005860;204367300;"TAMPAO 1"" FP";;SEPARADO;2;;;2;0;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013196;;;
01861401012;005860;204367400;"REDUCAO 1"" X 3/4"" FP";;SEPARADO;2;;;2;0;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013196;;;
01861401012;005860;204567100;TUBO DE FERRO PRETO 3/4;;SEPARADO;15;;;15;32,5;SEPARADO;JN ACOS LTDA                                                                    ;013426;;;
01861401012;005860;204567200;"TUBO ACO GALV 4""";;SEPARADO;8;;;6;45;SEPARADO;SANTA RITA INDUSTRIA E COMERCIO DE FERRAGENS LTDA                               ;013427;;;
01861401012;005860;204999400;REGISTRO TIPO ESFERA 3/4;;SEPARADO;6;;;6;0;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013196;;;
01861401012;005860;209006100;VEDA ROSCA LOCTITE 567 257GRS;;SEPARADO;1;;;1;0;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;013196;;;
01861401012;005860;214001100;MANG GOG 250 3/4 30.2;;SEPARADO;20;;;20;58,83;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861401012;005860;31805000223;ABRACADEIRA TIPO U D145;;SEPARADO;10;;;8;110,91;SEPARADO;SCAPSUL EQUIPAMENTOS RODOVIARIOS LTDA;013409;;;
01861401012;005860;61802011111;"BICO RM 1.1/2"" BSP MANG 3/4"" BIC";;SEPARADO;12;;;12;28,5;SEPARADO;BULKS;//;0;;
01861401012;005860;61802013501;"NIPLE DUPLO 3/4"" NPT FERRO PT";;SEPARADO;6;;;6;15;SEPARADO;VALERIOS ACOS E METAIS LTDA;013428;;;
01861401012;005860;61802013701;"COTOVELO FF 3/4"" NPT FERRO PT";;SEPARADO;12;;;12;16;SEPARADO;VALERIOS ACOS E METAIS LTDA;013428;;;
01861401012;005860;61805000922;ABRACADEIRA FLEXIL D14-22 AC;;SEPARADO;10;;;10;1,3;SEPARADO;REI DAS MANGUEIRAS MAQUINAS E EQUIPAMENTOS LTDA-ME;000000;;;
01861501001;005860;113000200;RESIS INT AQ 1000W 230V 1.1/4;;SEPARADO;1;;;1;176,28;SEPARADO;ELTRA AQUECIMENTO ELETRICO LTDA;000000;;;
01861501001;005860;204125200;IND NV COM PONT 165MM TC;;SEPARADO;1;;;1;530;SEPARADO;TACOBRAS MEDIDORES DE PRECISAO LTDA;013429;;;
01861501001;005860;204566600;SPT RADIADOR FPT KSE315;;SEPARADO;1;;;1;465;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;204566700;SPT MOTOR FPT KSE315 AMT VS;;FALTA;1;;;1;620;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861501001;005860;113004000;RESIS INT AQ 1000W 260V 1.1/4;;SEPARADO;1;;;1;182;SEPARADO;ELTRA AQUECIMENTO ELETRICO LTD;013421;;;
01861601001;005860;113004000;RESIS INT AQ 1000W 260V 1.1/4;;SEPARADO;1;;;1;182;SEPARADO;ELTRA AQUECIMENTO ELETRICO LTD;013421;;;
01861501001;005860;61660006701;CONECTOR YASAKI 5 VIAS;;SEPARADO;1;;;1;100;SEPARADO;0;000001;;;
01861601001;005860;61660006701;CONECTOR YASAKI 5 VIAS;;SEPARADO;1;;;1;100;SEPARADO;0;000001;;;
01861501001;005860;204566800;SPT PNL COMANDO FPT KSE315;;SEPARADO;1;;;1;476;SEPARADO;CMG SOLUCOES E SERVICOS LTDA                                                    ;013424;;;
01861501001;005860;210006400;PF DIN912 M10X25 12.9 PT;;SEPARADO;8;;;8;1,36;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01861501001;005860;210043900;TERMINACAO RETA PG70;;SEPARADO;1;;;1;26;SEPARADO;MX MATERIAIS ELETRICOS LTDA ----BLOQUEADO---;000000;;;
01861501001;005860;214007400;TUBO CORRUGADO PG70;;SEPARADO;1;;;1;143,21;SEPARADO;PROAUTO ELECTRIC LTDA;000000;;;
01861501001;005860;302000700;PRE AQ KIT USQ D3;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501001;005860;30702002801;BARRA ROSCADA;;SEPARADO;2;;;2;17,07;SEPARADO;METALPRESS METAL LTDA;000000;;;
01861501001;005860;31613127301;COTOVELO 90° P/ ELETROD PG70;;SEPARADO;1;;;1;0;SEPARADO;;000000;;;
01861501001;005860;31805000303;ABRACADEIRA CRON D17-27 AC;;SEPARADO;6;;;6;4,0084;SEPARADO;METALURGICA SUPRENS LTDA;000000;;;
01861501001;005860;31807001223;JUNTA DE VEDACAO D18XD24X1,5;;SEPARADO;2;;;2;2,65;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861501001;005860;31810002505;MANGUEIRA FLEXIVEL 12X19;;SEPARADO;0,6;;;0,6;45,09;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01861501001;005860;60101002701;MOTOR FPT N67 TE8W F3;;FALTA;1;;;2;65051,59;FALTA;FPT INDUSTRIAL BRASIL LTDA.;014287;0;;
01861501001;005860;60201011201;GS WEG AG10 250SI20AI MU F3;;FALTA;1;;;2;29320,43876;FALTA;WEG EQUIPAMENTOS ELETRICOS S/A;014283;0;;
01861501001;005860;602181100;"CJT PLQT ACRLICO PV167394		";;SEPARADO;1;;;1;0;SEPARADO;PRECISAO LASER;000000;;;
01861501001;005860;602181200;CJT PLQT INOX PV167394;;SEPARADO;1;;;1;0;SEPARADO;PRECISAO LASER;000000;;;
01861501001;005860;60501000808;SPT KIT ALIM EXT MAQ ABR;;FALTA;1;;;1;35;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861501001;005860;60501001601;TAMPA BOC ABAST TANCLIK  A101C;;SEPARADO;1;;;1;0;SEPARADO;ITULUB ITUMBIARA LUBRIFICANTES LTDA;012885;;;
01861501001;005860;60501004708;FLANGE TQ POLI RETORNO;;FALTA;1;;;1;148;FALTA;GW METAL INDUSTRIA E COMERCIO LTDA;014286;0;;
01861501001;005860;60501005808;FLANGE CEGA TQ POLIETILENO;;SEPARADO;1;;;1;71,96;SEPARADO;MGK SOLUCOES INDUSTRIAIS PARA CALDEIRARIA LTDA;012887;;;
